"ComputerName","Status","Message","Success"
"localhost","Bağlantı Hatası","Connecting to remote server localhost failed with the following error message : The client cannot connect to the destination specified in the request. Verify that the service on the destination is running and is accepting requests. Consult the logs and documentation for the WS-Management service running on the destination, most commonly IIS or WinRM. If the destination is the WinRM service, run the following command on the destination to analyze and configure the WinRM service: ""winrm quickconfig"". For more information, see the about_Remote_Troubleshooting Help topic.","False"
